"","BirdID","newlifespan"
"1627",2404,242
"1628",2405,242
"1629",2406,242
"1630",2407,242
"1631",2408,2571
"1632",2409,2571
"1633",2410,242
"1634",2411,242
"1635",2412,242
"1636",2413,242
"1637",2414,663
"1638",2415,182
"1639",2416,242
"1640",2417,242
"1641",2418,242
"1642",2419,242
"1643",2420,663
"1644",2421,242
"1645",2422,1505
"1646",2423,1505
"1647",2424,613
"1648",2425,738
"1649",2426,491
"1650",2427,186
"1651",2428,186
"1652",2429,433
"1653",2430,433
"1654",2431,186
"1655",2432,186
"1656",2433,186
"1657",2434,186
"1658",2435,186
"1659",2436,186
"1660",2437,186
"1661",2438,433
"1662",2439,186
"1663",2440,186
"1664",2441,1028
"1665",2442,433
"1666",2443,491
"1667",2444,433
"1668",2445,126
"1669",2446,186
"1670",2447,1198
"1671",2448,186
"1672",2449,186
"1673",2450,186
"1674",2451,366
"1675",2452,433
"1676",2453,433
"1677",2454,186
"1678",2455,433
"1679",2456,433
"1680",2457,2094
"1681",2458,186
"1682",2459,723
"1683",2460,186
"1684",2461,723
"1685",2462,186
"1686",2463,186
"1687",2464,186
"1688",2465,186
"1689",2466,186
"1690",2467,186
"1691",2468,433
"1692",2469,186
"1693",2470,1028
"1694",2471,491
"1695",2472,491
"1696",2473,491
"1697",2474,491
"1698",2475,186
"1699",2476,134
"1700",2477,424
"1701",2478,729
"1702",2479,134
"1703",2480,424
"1704",2481,729
"1705",2482,729
"1706",2483,134
"1707",2484,314
"1708",2485,424
"1709",2486,314
"1710",2487,134
"1711",2488,134
"1712",2489,134
"1713",2490,424
"1714",2491,314
"1715",2492,134
"1716",2493,74
"1717",2494,134
"1718",2495,439
"1719",2496,134
"1720",2497,604
"1721",2498,134
"1722",2499,134
"1723",2500,134
"1724",2501,439
"1725",2502,439
"1726",2503,1670
"1727",2504,74
"1728",2505,134
"1729",2506,424
"1730",2507,439
"1731",2508,439
"1732",2509,314
"1733",2510,314
"1734",2511,134
"1735",2512,134
"1736",2513,134
"1737",2514,729
"1738",2515,729
"1739",2516,314
"1740",2517,134
"1741",2518,134
"1742",2519,424
"1743",2520,314
"1744",2521,604
"1745",2522,1795
"1746",2523,439
"1747",2524,729
"1748",2525,134
"1749",2526,134
"1750",2527,314
"1751",2528,134
"1752",2529,424
"1753",2530,177
"1754",2531,482
"1755",2532,1423
"1756",2533,177
"1757",2534,1548
"1758",2535,177
"1759",2536,177
"1760",2537,957
"1761",2538,482
"1762",2539,482
"1763",2540,177
"1764",2541,1548
"1765",2542,177
"1766",2543,357
"1767",2544,832
"1768",2545,177
"1769",2546,482
"1770",2547,357
"1771",2548,482
"1772",2549,1548
"1773",2550,1548
"1774",2551,482
"1775",2552,177
"1776",2553,177
"1777",2554,357
"1778",2555,357
"1779",2556,177
"1780",2557,482
"1781",2558,357
"1782",2559,177
"1783",2560,482
"1784",2561,242
"1785",2562,422
"1786",2563,422
"1787",2564,242
"1788",2565,242
"1789",2566,422
"1790",2567,1130
"1791",2568,718
"1792",2569,368
"1793",2570,368
"1794",2571,368
"1795",2572,243
"1796",2573,243
"1797",2574,368
"1798",2575,368
"1799",2576,243
"1800",2577,368
"1801",2578,243
"1802",2579,368
"1803",2580,243
"1804",2581,368
"1805",2582,243
"1806",2583,368
"1807",2584,243
"1808",2585,243
"1809",2586,368
"1810",2587,368
"1811",2588,368
"1812",2589,593
"1813",2590,368
"1814",2591,368
"1815",2592,368
"1816",2593,368
"1817",2594,243
"1818",2595,368
"1819",2596,718
"1820",2597,368
"1821",2598,368
"1822",2599,63
"1823",2600,243
"1824",2601,368
"1825",2602,368
"1826",2603,368
"1827",2604,368
"1828",2605,368
"1829",2606,243
"1830",2607,368
"1831",2608,368
"1832",2609,368
"1833",2610,368
"1834",2611,368
"1835",2612,368
"1836",2613,368
"1837",2614,368
"1838",2615,368
"1839",2616,243
"1840",2617,593
"1841",2618,243
"1842",2619,718
"1843",2620,243
"1844",2621,243
"1845",2622,368
"1846",2623,368
"1847",2624,243
"1848",2625,368
"1849",2626,368
"1850",2627,243
"1851",2628,243
"1852",2629,368
"1853",2630,243
"1854",2631,368
"1855",2632,243
"1856",2633,368
"1857",2634,368
"1858",2635,243
"1859",2636,368
"1860",2637,368
"1861",2638,368
"1862",2639,368
"1863",2640,71
"1864",2641,376
"1865",2642,376
"1866",2643,251
"1867",2644,251
"1868",2645,251
"1869",2646,663
"1870",2647,1
"1871",2648,376
"1872",2649,376
"1873",2650,788
"1874",2651,788
"1875",2652,251
"1876",2653,71
"1877",2654,22
"1878",2655,22
"1879",2656,483
"1880",2657,788
"1881",2658,251
"1882",2659,298
"1883",2660,298
"1884",2661,298
"1885",2662,298
"1886",2663,298
"1887",2664,423
"1888",2665,423
"1889",2666,755
"1890",2667,298
"1891",2668,630
"1892",2669,52
"1893",2670,298
"1894",2671,264
"1895",2672,755
"1896",2673,630
"1897",2674,298
"1898",2675,630
"1899",2676,755
"1900",2677,755
"1901",2678,298
"1902",2679,298
"1903",2680,298
"1904",2681,298
"1905",2682,423
"1906",2683,298
"1907",2684,298
"1908",2685,298
"1909",2686,630
"1910",2687,423
"1911",2688,298
"1912",2689,630
"1913",2690,630
"1914",2691,298
"1915",2692,298
"1916",2693,755
"1917",2694,755
"1918",2695,423
"1919",2696,423
"1920",2697,423
"1921",2698,298
"1922",2699,755
"1923",2700,423
"1924",2701,755
"1925",2702,423
"1926",2703,264
"1927",2704,264
"1928",2705,264
"1929",2706,264
"1930",2707,264
"1931",2708,264
"1932",2709,389
"1933",2710,389
"1934",2711,437
"1935",2712,264
"1936",2713,264
"1937",2714,389
"1938",2715,389
"1939",2716,389
"1940",2717,264
"1941",2718,264
"1942",2719,389
"1943",2720,389
"1944",2721,264
"1945",2722,389
"1946",2723,264
"1947",2724,264
"1948",2725,389
"1949",2726,389
"1950",2727,389
"1951",2728,3418
"1952",2729,3783
"1953",2730,438
"1954",2731,793
"1955",2732,3995
"1956",2733,4070
"1957",2734,421
"1958",2736,503
"1959",2737,3332
"1960",2738,1845
"1961",2739,1585
"1962",2740,3942
"1963",2741,3536
"1964",2742,443
"1965",2743,163
"1966",2745,3907
"1967",2746,3542
"1968",2747,3189
"1969",2748,379
"1970",2749,4029
"1971",2750,3554
"1972",2751,4607
"1973",2752,1723
"1974",2753,2150
"1975",2754,2480
"1976",2755,2480
"1977",2756,4504
"1978",2757,1653
"1979",2758,643
"1980",2759,2440
"1981",2760,1998
"1982",2762,855
"1983",2763,3808
"1984",2764,3442
"1985",2765,433
"1986",2766,2612
"1987",2767,422
"1988",2768,18
"1989",2769,18
"1990",2770,18
"1991",2771,1465
"1992",2772,406
"1993",2773,368
"1994",2774,465
"1995",2775,340
"1996",2776,547
"1997",2778,663
"1998",2779,428
"1999",2780,345
"2000",2781,2373
"2001",2782,499
"2002",2783,499
"2003",2784,879
"2004",2785,224
"2005",2786,499
"2006",2787,374
"2007",2788,1154
"2008",2789,498
"2009",2790,373
"2010",2791,223
"2011",2792,1580
"2012",2793,3330
"2013",2794,373
"2014",2795,2247
"2015",2796,498
"2016",2797,498
"2017",2798,850
"2018",2799,333
"2019",2800,458
"2020",2801,333
"2021",2802,333
"2022",2803,458
"2023",2804,153
"2024",2805,333
"2025",2806,458
"2026",2807,458
"2027",2808,333
"2028",2809,458
"2029",2810,458
"2030",2811,333
"2031",2813,333
"2032",2814,761
"2033",2815,1436
"2034",2816,458
"2035",2817,1188
"2036",2818,333
"2037",2819,458
"2038",2820,333
"2039",2821,1855
"2040",2822,2648
"2041",2823,458
"2042",2824,333
"2043",2825,458
"2044",2826,843
"2045",2827,761
"2046",2828,333
"2047",2829,333
"2048",2830,333
"2049",2831,458
"2050",2832,3146
"2051",2833,921
"2052",2834,796
"2053",2835,494
"2054",2836,494
"2055",2837,494
"2056",2838,494
"2057",2839,921
"2058",2840,1169
"2059",2841,3146
"2060",2842,369
"2061",2843,957
"2062",2844,1595
"2063",2845,1138
"2064",2846,243
"2065",2847,434
"2066",2848,470
"2067",2849,39
"2068",2850,264
"2069",2851,264
"2070",2853,406
"2071",2856,3006
"2072",2857,3006
"2073",2858,3874
"2074",2859,4954
"2075",2860,1431
"2076",2861,426
"2077",2862,1986
"2078",2954,467
"2079",2957,1024
"2080",2959,2665
"2081",2960,4741
"2082",2962,1269
"2083",2963,2419
"2084",2964,1881
"2085",2965,94
"2086",2966,5130
"2087",2967,349
"2088",2968,3436
"2089",2969,216
"2090",2970,365
"2091",2971,119
"2092",2972,461
"2093",2973,341
"2094",2974,4772
"2095",2975,936
"2096",2976,2527
"2097",2977,935
"2098",2978,3768
"2099",2979,203
"2100",2980,1470
"2101",2981,1422
"2102",2982,1609
"2103",2983,1955
"2104",2984,2110
"2105",2985,2499
"2106",2986,4224
"2107",2987,782
"2108",2988,2378
"2109",2989,3129
"2110",2990,2369
"2111",2991,4844
"2112",2992,545
"2113",2993,1838
"2114",2994,746
"2115",2996,288
"2116",3000,1036
"2117",3001,289
"2118",3002,3591
"2119",3003,1253
"2120",3004,149
"2121",3005,1862
"2122",3006,26
"2123",3008,16
"2124",3009,746
"2125",3010,480
"2126",3011,747
"2127",3012,153
"2128",3013,8
"2129",3014,7
"2130",3015,470
"2131",3016,133
"2132",3017,1098
"2133",3018,456
"2134",3019,1651
"2135",3020,1059
"2136",3021,1414
"2137",3022,3720
"2138",3023,84
"2139",3024,831
"2140",3084,379
"2141",3085,4515
"2142",3086,5082
"2143",3087,6242
"2144",3088,402
"2145",3089,5611
"2146",3090,1584
"2147",3091,819
"2148",3092,819
"2149",3093,2527
"2150",3094,5130
"2151",3095,150
"2152",3134,2255
"2153",3135,409
"2154",3136,284
"2155",3137,409
"2156",3138,284
"2157",3139,409
"2158",3140,543
"2159",3141,55
"2160",3142,25
"2161",3143,543
"2162",3144,52
"2163",3145,34
"2164",3146,59
"2165",3147,57
"2166",3148,59
"2167",3150,62
"2168",3151,60
"2169",3152,87
"2170",3153,62
"2171",3154,41
"2172",3155,543
"2173",3156,409
"2174",3157,41
"2175",3158,284
"2176",3159,284
"2177",3160,23
"2178",3161,409
"2179",3162,71
"2180",3163,71
"2181",3164,407
"2182",3165,79
"2183",3166,102
"2184",3167,407
"2185",3168,71
"2186",3169,70
"2187",3170,282
"2188",3171,407
"2189",3172,407
"2190",3173,407
"2191",3174,57
"2192",3175,76
"2193",3176,52
"2194",3177,407
"2195",3178,282
"2196",3179,407
"2197",3180,407
"2198",3181,407
"2199",3182,407
"2200",3183,407
"2201",3184,407
"2202",3185,407
"2203",3186,407
"2204",3187,407
"2205",3188,407
"2206",3189,35
"2207",3190,407
"2208",3191,75
"2209",3192,407
"2210",3193,39
"2211",3194,39
"2212",3195,282
"2213",3196,58
"2214",3197,407
"2215",3198,407
"2216",3199,70
"2217",3200,70
"2218",3201,70
"2219",3202,73
"2220",3203,102
"2221",3204,407
"2222",3205,77
"2223",3206,407
"2224",3207,407
"2225",3208,407
"2226",3209,35
"2227",3210,77
"2228",3211,73
"2229",3212,46
"2230",3213,75
"2231",3214,42
"2232",3215,39
"2233",3216,407
"2234",3217,407
"2235",3218,134
"2236",3219,21
"2237",3220,379
"2238",3221,379
"2239",3222,74
"2240",3223,379
"2241",3224,379
"2242",3225,379
"2243",3226,379
"2244",3227,379
"2245",3228,134
"2246",3229,134
"2247",3230,379
"2248",3231,379
"2249",3232,254
"2250",3233,134
"2251",3234,254
"2252",3235,24
"2253",3236,379
"2254",3237,379
"2255",3238,25
"2256",3239,254
"2257",3240,379
"2258",3241,70
"2259",3242,70
"2260",3243,70
"2261",3244,250
"2262",3245,375
"2263",3246,375
"2264",3247,375
"2265",3248,375
"2266",3249,375
"2267",3250,70
"2268",3251,130
"2269",3252,70
"2270",3253,70
"2271",3254,70
"2272",3255,70
"2273",3256,70
"2274",3257,130
"2275",3258,70
"2276",3259,70
"2277",3260,250
"2278",3261,70
"2279",3262,130
"2280",3263,250
"2281",3264,375
"2282",3265,250
"2283",3266,10
"2284",3267,70
"2285",3268,70
"2286",3269,70
"2287",3270,70
"2288",3271,70
"2289",3272,70
"2290",3273,250
"2291",3274,250
"2292",3275,130
"2293",3276,70
"2294",3277,250
"2295",3278,408
"2296",3279,163
"2297",3280,81
"2298",3281,85
"2299",3282,84
"2300",3283,283
"2301",3284,36
"2302",3285,75
"2303",3286,163
"2304",3287,163
"2305",3288,163
"2306",3289,77
"2307",3290,163
"2308",3291,51
"2309",3292,51
"2310",3293,163
"2311",3294,283
"2312",3295,102
"2313",3296,163
"2314",3297,163
"2315",3298,163
"2316",3299,283
"2317",3300,11
"2318",3301,75
"2319",3302,70
"2320",3303,163
"2321",3304,86
"2322",3305,42
"2323",3306,54
"2324",3307,163
"2325",3308,86
"2326",3309,86
"2327",3310,283
"2328",3311,163
"2329",3312,163
"2330",3313,76
"2331",3314,163
"2332",3315,84
"2333",3316,283
"2334",3317,283
"2335",3318,40
"2336",3319,83
"2337",3320,283
"2338",3321,163
"2339",3322,408
"2340",3323,163
"2341",3324,378
"2342",3325,21
"2343",3326,20
"2344",3327,20
"2345",3328,23
"2346",3329,73
"2347",3330,22
"2348",3331,2
"2349",3332,20
"2350",3333,253
"2351",3334,18
"2352",3335,21
"2353",3336,19
"2354",3337,19
"2355",3338,20
"2356",3339,21
"2357",3340,73
"2358",3341,73
"2359",3342,22
"2360",3343,17
"2361",3344,374
"2362",3345,129
"2363",3346,249
"2364",3347,374
"2365",3348,170
"2366",3349,415
"2367",3350,53
"2368",3351,170
"2369",3352,52
"2370",3353,170
"2371",3354,84
"2372",3355,38
"2373",3356,69
"2374",3357,290
"2375",3358,170
"2376",3359,76
"2377",3360,170
"2378",3361,38
"2379",3362,79
"2380",3363,79
"2381",3364,94
"2382",3365,414
"2383",3366,94
"2384",3367,92
"2385",3368,414
"2386",3369,289
"2387",3370,289
"2388",3371,70
"2389",3372,414
"2390",3373,289
"2391",3374,97
"2392",3375,169
"2393",3376,414
"2394",3377,289
"2395",3378,99
"2396",3379,99
"2397",3380,96
"2398",3381,414
"2399",3382,95
"2400",3383,99
"2401",3384,98
"2402",3385,414
"2403",3386,169
"2404",3387,92
"2405",3388,289
"2406",3389,289
"2407",3390,289
"2408",3391,289
"2409",3392,289
"2410",3393,97
"2411",3394,91
"2412",3395,96
"2413",3396,414
"2414",3397,97
"2415",3398,414
"2416",3399,289
"2417",3400,79
"2418",3401,87
"2419",3402,94
"2420",3403,97
"2421",3404,54
"2422",3405,269
"2423",3406,269
"2424",3407,394
"2425",3408,394
"2426",3409,49
"2427",3410,269
"2428",3411,394
"2429",3412,394
"2430",3413,394
"2431",3414,269
"2432",3415,394
"2433",3416,269
"2434",3417,269
"2435",3418,70
"2436",3419,119
"2437",3420,269
"2438",3421,269
"2439",3422,394
"2440",3423,54
"2441",3424,394
"2442",3425,394
"2443",3426,394
"2444",3427,394
"2445",3428,394
"2446",3429,269
"2447",3430,394
"2448",3431,269
"2449",3432,394
"2450",3444,2077
"2451",3445,1051
"2452",3446,1806
"2453",3447,509
"2454",3448,247
"2455",3449,1621
"2456",3450,658
"2457",3451,4342
"2458",3452,886
"2459",3453,3057
"2460",3454,2541
"2461",3455,883
"2462",3456,6487
"2463",3457,1241
"2464",3458,2031
"2465",3459,237
"2466",3460,1039
"2467",3461,653
"2468",3462,5448
"2469",3463,1059
"2470",3464,1416
"2471",3486,5391
"2472",3487,1734
"2473",3488,270
"2474",3489,685
"2475",3490,4371
"2476",3491,3426
"2477",3492,532
"2478",3495,620
"2479",3496,294
"2480",3497,5102
"2481",3498,619
"2482",3499,463
"2483",3500,1643
"2484",3501,1258
"2485",3502,257
"2486",3503,198
"2487",3504,413
"2488",3505,1633
"2489",3506,255
"2490",3507,3134
"2491",3508,499
"2492",3509,224
"2493",3510,250
"2494",3511,252
"2495",3512,143
"2496",3513,514
"2497",3514,451
"2498",3515,1811
"2499",3516,1971
"2500",3517,2613
"2501",3518,2978
"2502",3519,1860
"2503",3520,503
"2504",3521,126
"2505",3564,878
"2506",3565,119
"2507",3566,534
"2508",3567,3573
"2509",3568,119
"2510",3569,1856
"2511",3570,760
"2512",3571,118
"2513",3572,1119
"2514",3573,383
"2515",3574,3857
"2516",3575,389
"2517",3576,1671
"2518",3577,115
"2519",3578,1117
"2520",3579,115
"2521",3580,1117
"2522",3581,381
"2523",3590,1848
"2524",3591,115
"2525",3592,114
"2526",3593,11
"2527",3594,3851
"2528",3595,4770
"2529",3596,4945
"2530",3597,102
"2531",3598,108
"2532",3599,108
"2533",3600,902
"2534",3601,101
"2535",3602,102
"2536",3603,367
"2537",3604,2371
"2538",3605,102
"2539",3606,2967
"2540",3607,373
"2541",3608,3321
"2542",3611,4
"2543",3612,1651
"2544",3613,4
"2545",3614,347
"2546",3615,1465
"2547",3616,1766
"2548",3617,1260
"2549",3618,2120
"2550",3619,340
"2551",3641,1249
"2552",3642,664
"2553",3643,4174
"2554",3644,1807
"2555",3645,2923
"2556",3646,875
"2557",3647,73
"2558",3648,337
"2559",3649,72
"2560",3650,1073
"2561",3651,715
"2562",3652,71
"2563",3653,71
"2564",3688,869
"2565",3689,67
"2566",3690,67
"2567",3691,1127
"2568",3692,391
"2569",3694,3589
"2570",3695,1442
"2571",3696,3005
"2572",3697,69
"2573",3698,4671
"2574",3699,4164
"2575",3700,1802
"2576",3701,62
"2577",3702,325
"2578",3741,27
"2579",3742,28
"2580",3744,24
"2581",3745,24
"2582",3752,40
"2583",3753,12
"2584",3754,23
"2585",3755,19
"2586",3758,16
"2587",3759,16
"2588",3761,21
"2589",3762,26
"2590",3766,25
"2591",3767,20
"2592",3769,32
"2593",3785,21
"2594",3786,26
"2595",3793,19
"2596",3794,24
"2597",3809,16
"2598",3810,16
"2599",3829,22
"2600",3831,18
"2601",3840,33
"2602",3841,33
"2603",3844,53
"2604",3849,60
"2605",3863,35
"2606",3866,21
"2607",3871,68
"2608",3877,28
"2609",3907,33
"2610",3931,39
"2611",3944,50
"2612",3945,28
"2613",3946,30
"2614",3953,25
"2615",3964,37
"2616",3967,46
"2617",3975,76
"2618",3976,43
"2619",3986,61
"2620",3987,62
"2621",3994,58
"2622",4017,76
"2623",4031,62
"2624",4042,6
"2625",4055,21
"2626",4057,34
"2627",4064,5
"2628",4086,26
"2629",4194,10
"2630",4235,29
"2631",4255,28
"2632",4256,52
"2633",4257,27
"2634",4258,10
"2635",4259,31
"2636",4260,19
"2637",4261,21
"2638",4262,372
"2639",4266,16
"2640",4802,96
"2641",4803,2844
"2642",4804,406
"2643",4805,1319
"2644",4829,1426
"2645",4847,1041
"2646",4854,2492
"2647",4855,271
"2648",4860,5970
"2649",4861,4819
"2650",4862,666
"2651",4863,1606
"2652",4866,2654
"2653",4867,283
"2654",4868,1603
"2655",4870,693
"2656",4871,1595
"2657",4872,4161
"2658",4873,804
"2659",4874,525
"2660",4875,1145
"2661",4876,651
"2662",4877,567
"2663",4878,847
"2664",4879,569
"2665",4880,183
"2666",4881,1174
"2667",4882,565
"2668",4883,2612
"2669",4884,406
"2670",4885,5704
"2671",4886,486
"2672",4887,1497
"2673",4888,1874
"2674",4889,172
"2675",4890,3125
"2676",4891,21
"2677",4892,2604
"2678",4893,160
"2679",4894,754
"2680",4895,169
"2681",4896,3332
"2682",4897,1314
"2683",4898,552
"2684",4899,165
"2685",4900,10
"2686",4901,212
"2687",4902,1865
"2688",4903,388
"2689",4904,3119
"2690",4905,159
"2691",4906,12
"2692",4907,547
"2693",4908,388
"2694",4910,1113
"2695",4911,1
"2696",4912,737
"2697",4913,1
"2698",4914,4
"2699",4915,380
"2700",4916,4
"2701",4917,3836
"2702",4918,537
"2703",4919,2005
"2704",4933,3100
"2705",4934,2214
"2706",4935,1471
"2707",4936,1842
"2708",4937,523
"2709",4938,877
"2710",4939,1583
"2711",4940,698
"2712",4941,2915
"2713",4942,1103
"2714",4943,110
"2715",4944,873
"2716",4945,109
"2717",4946,497
"2718",4947,4363
"2719",4948,2699
"2720",4949,845
"2721",4950,694
"2722",4951,107
"2723",4952,694
"2724",4953,1251
"2725",4954,3583
"2726",4955,106
"2727",4956,1963
"2728",4957,3062
"2729",4958,4870
"2730",4959,1019
"2731",4960,1423
"2732",4961,1423
"2733",4962,102
"2734",4963,102
"2735",4964,1421
"2736",4965,4721
"2737",4966,97
"2738",4967,1211
"2739",4968,66
"2740",4969,829
"2741",4970,1210
"2742",4971,2501
"2743",4972,2899
"2744",4973,3229
"2745",4974,64
"2746",4999,2938
"2747",5000,3057
"2748",5008,711
"2749",5009,5624
"2750",5071,1211
"2751",5072,2876
"2752",5073,833
"2753",5074,505
"2754",5075,4490
"2755",5076,1237
"2756",5077,5271
"2757",5078,650
"2758",5079,1150
"2759",5080,1056
"2760",5099,1016
"2761",5116,1752
"2762",5117,569
"2763",5118,3206
"2764",5119,1510
"2765",5120,37
"2766",5121,1121
"2767",5122,32
"2768",5123,1925
"2769",5125,2388
"2770",5126,27
"2771",5127,385
"2772",5128,4047
"2773",5129,23
"2774",5130,22
"2775",5131,24
"2776",5132,3546
"2777",5133,789
"2778",5134,379
"2779",5135,21
"2780",5136,21
"2781",5137,380
"2782",5138,20
"2783",5139,176
"2784",5140,753
"2785",5141,551
"2786",5142,18
"2787",5144,1497
"2788",5145,1105
"2789",5146,173
"2790",5147,1107
"2791",5148,15
"2792",5149,171
"2793",5150,13
"2794",5151,16
"2795",5152,16
"2796",5153,13
"2797",5154,13
"2798",5155,1099
"2799",5156,9
"2800",5157,23
"2801",5159,708
"2802",5160,1814
"2803",5161,503
"2804",5162,3901
"2805",5163,2109
"2806",5164,1807
"2807",5165,696
"2808",5166,470
"2809",5167,1440
"2810",5168,1053
"2811",5169,1050
"2812",5170,1950
"2813",5171,316
"2814",5172,1023
"2815",5173,3561
"2816",5174,3199
"2817",5175,10
"2818",5194,1029
"2819",5195,2546
"2820",5196,293
"2821",5197,848
"2822",5198,291
"2823",5199,906
"2824",5204,844
"2825",5205,65
"2826",5209,107
"2827",5210,107
"2828",5212,3406
"2829",5213,844
"2830",5215,462
"2831",5216,2134
"2832",5217,2475
"2833",5220,1284
"2834",5224,1952
"2835",5225,103
"2836",5226,2429
"2837",5235,3198
"2838",5236,474
"2839",5237,1582
"2840",5240,1277
"2841",5241,46
"2842",5242,1538
"2843",5247,270
"2844",5248,450
"2845",5249,2643
"2846",5254,1724
"2847",5256,645
"2848",5260,324
"2849",5261,264
"2850",5262,880
"2851",5263,146
"2852",5265,640
"2853",5266,638
"2854",5267,2632
"2855",5268,993
"2856",5269,812
"2857",5271,27
"2858",5272,26
"2859",5273,12
"2860",5275,1823
"2861",5276,138
"2862",5277,2328
"2863",5278,99
"2864",5279,326
"2865",5280,292
"2866",5281,43
"2867",5282,2340
"2868",5283,2597
"2869",5284,2307
"2870",5285,2662
"2871",5286,27
"2872",5287,584
"2873",5288,410
"2874",5289,218
"2875",5290,1958
"2876",5291,3621
"2877",5292,4587
"2878",5293,100
"2879",5294,16
"2880",5299,152
"2881",5300,152
"2882",5301,152
"2883",5302,18
"2884",5303,59
"2885",5304,142
"2886",5309,19
"2887",5310,150
"2888",5311,11
"2889",5312,148
"2890",5313,856
"2891",5314,396
"2892",5315,954
"2893",5316,954
"2894",5317,500
"2895",5318,330
"2896",5320,1926
"2897",5321,3841
"2898",5322,334
"2899",5323,1460
"2900",5324,1460
"2901",5325,382
"2902",5326,556
"2903",5327,555
"2904",5328,53
"2905",5329,99
"2906",5330,171
"2907",5331,171
"2908",5332,187
"2909",5333,1965
"2910",5334,1653
"2911",5335,1051
"2912",5336,493
"2913",5337,3052
"2914",5338,1630
"2915",5339,1220
"2916",5340,48
"2917",5341,1747
"2918",5342,36
"2919",5343,400
"2920",5418,30
"2921",5443,99
"2922",5444,72
"2923",5445,99
"2924",5446,102
"2925",5447,1974
"2926",5448,306
"2927",5449,180
"2928",5450,2106
"2929",5451,127
"2930",5452,3926
"2931",5453,2246
"2932",5454,41
"2933",5455,446
"2934",5456,3497
"2935",5457,861
"2936",5458,384
"2937",5459,210
"2938",5460,30
"2939",5461,210
"2940",5462,2022
"2941",5463,23
"2942",5464,22
"2943",5465,3312
"2944",5466,23
"2945",5467,171
"2946",5468,38
"2947",5469,91
"2948",5470,32
"2949",5471,99
"2950",5472,101
"2951",5473,10
"2952",5497,705
"2953",5498,1964
"2954",5499,650
"2955",5507,300
"2956",5508,1570
"2957",5509,1296
"2958",5510,692
"2959",5511,2723
"2960",5512,186
"2961",5513,4688
"2962",5514,3235
"2963",5515,688
"2964",5516,689
"2965",5517,2503
"2966",5518,2154
"2967",5519,308
"2968",5520,307
"2969",5521,4693
"2970",5522,2305
"2971",5523,4336
"2972",5524,2664
"2973",5525,1783
"2974",5526,810
"2975",5527,176
"2976",5528,1931
"2977",5529,1410
"2978",5530,3387
"2979",5531,795
"2980",5532,672
"2981",5533,556
"2982",5534,2015
"2983",5535,287
"2984",5536,1651
"2985",5537,3391
"2986",5538,275
"2987",5539,651
"2988",5540,414
"2989",5541,274
"2990",5542,1160
"2991",5544,39
"2992",5545,4425
"2993",5546,40
"2994",5547,3129
"2995",5548,39
"2996",5549,3369
"2997",5550,417
"2998",5551,414
"2999",5552,34
"3000",5553,421
"3001",5554,412
"3002",5555,23
"3003",5556,24
"3004",5557,779
"3005",5558,27
"3006",5559,3350
"3007",5560,17
"3008",5561,431
"3009",5562,880
"3010",5563,18
"3011",5564,1288
"3012",5565,20
"3013",5566,25
"3014",5567,19
"3015",5568,60
"3016",5569,68
"3017",5570,37
"3018",5571,12
"3019",5572,9
"3020",5573,631
"3021",5574,402
"3022",5575,2029
"3023",5576,66
"3024",5577,68
"3025",5578,48
"3026",5579,72
"3027",5580,45
"3028",5581,336
"3029",5582,1580
"3030",5583,3241
"3031",5584,1586
"3032",5585,915
"3033",5586,1433
"3034",5587,693
"3035",5588,2150
"3036",5589,2516
"3037",5591,332
"3038",5592,700
"3039",5593,692
"3040",5594,572
"3041",5595,2930
"3042",5596,3417
"3043",5597,4330
"3044",5598,2075
"3045",5599,211
"3046",5600,2563
"3047",5601,545
"3048",5602,3050
"3049",5603,184
"3050",5604,1432
"3051",5605,1057
"3052",5606,1948
"3053",5607,1431
"3054",5608,1217
"3055",5609,458
"3056",5610,327
"3057",5612,3978
"3058",5613,2077
"3059",5614,845
"3060",5615,577
"3061",5616,1062
"3062",5617,183
"3063",5618,907
"3064",5619,214
"3065",5620,1584
"3066",5621,3985
"3067",5622,175
"3068",5623,192
"3069",5624,3815
"3070",5625,1574
"3071",5626,4134
"3072",5627,194
"3073",5628,74
"3074",5629,61
"3075",5630,3835
"3076",5631,820
"3077",5632,62
"3078",5633,3009
"3079",5634,2472
"3080",5635,3378
"3081",5636,658
"3082",5637,422
"3083",5638,1759
"3084",5639,2853
"3085",5640,4128
"3086",5641,2364
"3087",5642,1761
"3088",5643,2282
"3089",5644,4153
"3090",5645,57
"3091",5646,54
"3092",5647,42
"3093",5648,820
"3094",5649,42
"3095",5650,927
"3096",5651,54
"3097",5652,1893
"3098",5653,778
"3099",5654,51
"3100",5655,776
"3101",5656,37
"3102",5657,3691
"3103",5658,1539
"3104",5678,1143
"3105",5679,3172
"3106",5680,136
"3107",5681,76
"3108",5682,804
"3109",5683,4199
"3110",5684,73
"3111",5685,585
"3112",5686,799
"3113",5687,169
"3114",5688,51
"3115",5689,78
"3116",5690,61
"3117",5691,75
"3118",5692,56
"3119",5747,144
"3120",5748,1311
"3121",5749,2417
"3122",5750,1520
"3123",5751,107
"3124",5752,107
"3125",5753,137
"3126",5754,258
"3127",5755,138
"3128",5756,131
"3129",5757,131
"3130",5758,131
"3131",5759,131
"3132",5760,375
"3133",5761,130
"3134",5762,250
"3135",5763,250
"3136",5764,1224
"3137",5765,487
"3138",5766,1252
"3139",5767,91
